Codice          |Cod.commerciale   |Descrizione                             |Costruttore |Descrizione supplementare
HHINV0_U0307    |132F0028          |INVERTER FC51 5,5KW 380/480V 3F         |DANFOSS     |SENZA TASTIERINO

HHINV0_U0308    |132F0030          |INVERTER FC51 7,5KW 380/480V 3F         |DANFOSS     |SENZA TASTIERINO

HHINV0_U0309    |132F0009          |INVERTER FC51 0,37KW 200/240V 3F        |DANFOSS     |SENZA TASTIERINO

HHINV0_U0310    |132F0010          |INVERTER FC51 0,75KW 200/240V 3F        |DANFOSS     |SENZA TASTIERINO

HHINV0_U0311    |132F0012          |INVERTER FC51 1,5KW 200/240V 3F         |DANFOSS     |SENZA TASTIERINO

HHINV0_U0312    |132F0014          |INVERTER FC51 2,2KW 200/240V 3F         |DANFOSS     |SENZA TASTIERINO

HHINV0_U0313    |132F0016          |INVERTER FC51 3,7KW 200/240V 3F         |DANFOSS     |SENZA TASTIERINO

HHINV0_U0320    |131B9621          |FC302 380/500V 7,5KW CON SCHEDA MCO     |DANFOSS     |FC-302P7K5T5E20H2BGXXXXSXXXXAXBXC4XXXDX

HHINV0_U0321    |175U1947          |RESISTENZA DI FRENATURA PER INVERTER    |DANFOSS     |65 OHM / 4,5KW

HHINV0_U0322    |131B0060          |FC302 380/500V 4KW FILTRO H1            |DANFOSS     |CHOPPER FRENO + PANNELLO OPERATORE + SCHEDA"COATED"

HHINV0_U0323    |131B0179          |FC302 525/600V 3KW                      |DANFOSS     |CON PANNELLO OPERATORE

HHINV0_U0324    |131B0181          |FC302 525/600V 5,5KW                    |DANFOSS     |CON PANNELLO OPERATORE

HHINV0_U0350    |22D-B2P3N104      |POWERFLEX 40P 200/240V 0,37KW           |ALLEN BRADLE|

HHINV0_U0351    |22D-B5P0N104      |POWERFLEX 40P 200/240V 0,75KW           |ALLEN BRADLE|

HHINV0_U0352    |22D-B8P0N104      |POWERFLEX 40P 200/240V 1,5KW            |ALLEN BRADLE|

HHINV0_U0353    |22D-B012N104      |POWERFLEX 40P 200/240V 2,2KW            |ALLEN BRADLE|

HHINV0_U0354    |22D-B017N104      |POWERFLEX 40P 200/240V 4,0KW            |ALLEN BRADLE|

HHINV0_U0355    |22D-B024N104      |POWERFLEX 40P 200/240V 5,5KW            |ALLEN BRADLE|

HHINV0_U0356    |22D-B033N104      |POWERFLEX 40P 200/240V 7,5KW            |ALLEN BRADLE|

HHINV0_U0357    |22D-D1P4N104      |POWERFLEX 40P 380/480V 0,37KW           |ALLEN BRADLE|

HHINV0_U0358    |22D-D2P3N104      |POWERFLEX 40P 380/480V 0,75KW           |ALLEN BRADLE|

HHINV0_U0359    |22D-D4P0N104      |POWERFLEX 40P 380/480V 1,5KW            |ALLEN BRADLE|

HHINV0_U0360    |22D-D6P0N104      |POWERFLEX 40P 380/480V 2,2KW            |ALLEN BRADLE|

HHINV0_U0361    |22D-D010N104      |POWERFLEX 40P 380/480V 4,0KW            |ALLEN BRADLE|

HHINV0_U0362    |22D-D012N104      |POWERFLEX 40P 380/480V 5,5KW            |ALLEN BRADLE|

HHINV0_U0363    |22D-D017N104      |POWERFLEX 40P 380/480V 7,5KW            |ALLEN BRADLE|

HHINV0_U0364    |131F6612          |FC302 380/500V 15 KW                    |DANFOSS     |

HHINV0_U0365    |131F0154          |FC302 380/500V 11 KW                    |DANFOSS     |

HHINV0_U0366    |130B1413          |KIT DI MONTAGGIO SCHEDA MCO             |DANFOSS     |

HHINV0_U0367    |175U1949          |RESISTENZA DI FRENATURA PER INVERTER    |DANFOSS     |

HHINV0_U0368    |134F5202          |FC302 525/690V 11 KW                    |DANFOSS     |CHOPPER FRENO + PANN.OPERATORE + PCB COATED + MCO-305

HHINV0_U0369    |175U3141          |RESISTENZA DI FRENATURA INVERTER IP65   |DANFOSS     |

HHINV0_U0370    |ATV32-HU40N4      |INVERTER ATV32 4KW 380/500V 3F          |TELEMECANIQU|

HHINV0_U0371    |ATV32-HU30N4      |INVERTER ATV32 3KW 380/500V 3F          |TELEMECANIQU|

HHINV0_U0372    |ATV32-HU15N4      |INVERTER ATV32 1,5KW 380/500V 3F        |TELEMECANIQU|

HHINV0_U0373    |ATV32-HU22N4      |INVERTER ATV32 2,2KW 380/500V 3F        |TELEMECANIQU|

HHINV0_U0374    |20A-DG01          |SCHEDA SAFE-OFF POWERFLEX 40P           |ALLEN BRADLE|

HHINV0_U0375    |1321-3R4-C        |INDUTTANZA DI LINEA 4A 9.0MH            |ALLEN BRADLE|

HHINV0_U0376    |1321-3R4-B        |INDUTTANZA DI LINEA 4A 6.5MH            |ALLEN BRADLE|

HHINV0_U0377    |1321-3R8-C        |INDUTTANZA DI LINEA 8A 5.0MH            |ALLEN BRADLE|

HHINV0_U0378    |1321-3R12-B       |INDUTTANZA DI LINEA 12A 2.5MH           |ALLEN BRADLE|

HHINV0_U0379    |ATV32-H055N4      |INVERTER ATV32 0,55KW 380/500V 3F       |TELEMECANIQU|

HHINV0_U0380    |ATV32-H075N4      |INVERTER ATV32 0,75KW 380/500V 3F       |TELEMECANIQU|

HHINV0_U0381    |ATV32-HU55N4      |INVERTER ATV32 5,5KW 380/500V 3F        |TELEMECANIQU|

HHINV0_U0382    |ATV32-HU75N4      |INVERTER ATV32 7,5KW 380/500V 3F        |TELEMECANIQU|

HHINV0_U0383    |22-HIM-C2S        |TASTIERA PER INVERTER POWERFLEX 40P     |ALLEN BRADLE|

HHINV0_U0384    |22D-E3P0N104      |POWERFLEX 40P 600V 1,5KW                |ALLEN BRADLE|

HHINV0_U0385    |22D-E6P6N104      |POWERFLEX 40P 600V 4,0KW                |ALLEN BRADLE|

HHINV0_U0386    |22D-D0224N104     |POWERFLEX 40P 380/480V 11KW             |ALLEN BRADLE|

HHINV0_U0387    |E82EV222K2C       |INVERTER SERIE 8200 VECTOR 2,2KW 230V   |LENZE       |

HHINV0_U0388    |E82EV222K2C       |INTERFACCIA I/O PER INVERTER            |LENZE       |

HHINV0_U0389    |15869534          |INVERTER SERIE I510 0,55KW 400V         |LENZE       |

HHINV0_U0390    |13496312          |TASTIERA PER INVERTER SERIE I510        |LENZE       |

HHINV0_U0391    |13447541          |INTERFACCIA USB PER SERIE I510          |LENZE       |

HHINV0_U0400    |6SL3255-0AA00-2AA1|KIT COLLEGAMENTO CONVERTIT. USB/PC      |SIEMENS     |

HHINV0_U0401    |6SI3255-0AA00-4CA1|SINAMICS G120 TASTIERINO BOP PROGRAMMAZ.|SIEMENS     |

HHINV0_U0402    |6SL3244-0BB12-1PA1|SINAMICS G120 INTERF. PROFIBUS DP       |SIEMENS     |

HHINV0_U0403    |6SL3244-0BB13-1PA1|SINAMICS G120 INTERF. PROFIBUS DP       |SIEMENS     |FAIL-SAFE

HHINV0_U0404    |6SE6400-3CC00-2AD3|SINAMICS G120 FILTRO DI RETE 0,37-0,55KW|SIEMENS     |

HHINV0_U0405    |6SE6400-3CC00-4AD3|SINAMICS G120 FILTRO DI RETE 0,75-1,1KW |SIEMENS     |

HHINV0_U0406    |6SE6400-3CC00-6AD3|SINAMICS G120 FILTRO DI RETE 1,5KW      |SIEMENS     |

HHINV0_U0407    |6SL3224-0BE13-7UA0|SINAMICS G120 0,37KW 380/480V 3F        |SIEMENS     |

HHINV0_U0408    |6SL3224-0BE15-5UA0|SINAMICS G120 0,55KW 380/480V 3F        |SIEMENS     |

HHINV0_U0409    |6SL3224-0BE17-5UA0|SINAMICS G120 0,75KW 380/480V 3F        |SIEMENS     |

HHINV0_U0410    |6SL3224-0BE21-1UA0|SINAMICS G120 1,1KW 380/480V 3F         |SIEMENS     |

HHINV0_U0411    |6SL3224-0BE21-5UA0|SINAMICS G120 1,5KW 380/480V 3F         |SIEMENS     |

HHINV0_U0412    |6SL3224-0BE22-2AA0|SINAMICS G120 2,2KW 380/480V 3F         |SIEMENS     |CON FILTRO EMC CLASSE A INTEGRATO

HHINV0_U0413    |6SL3224-0BE23-0AA0|SINAMICS G120 3,0KW 380/480V 3F         |SIEMENS     |CON FILTRO EMC CLASSE A INTEGRATO

HHINV0_U0414    |6SL3224-0BE24-0AA0|SINAMICS G120 4,0KW 380/480V 3F         |SIEMENS     |CON FILTRO EMC CLASSE A INTEGRATO

HHINV0_U0415    |6SL3224-0BE25-5AA0|SINAMICS G120 5,5KW 380/480V 3F         |SIEMENS     |CON FILTRO EMC CLASSE A INTEGRATO

HHINV0_U0416    |VZA40P4BAA-23425  |INVERTER V1000 0,55KW 380/480V 3F       |OMRON       |CON TASTIERINO

HHINV0_U0417    |VZA42P2BAA-23425  |INVERTER V1000 2,2KW 380/480V 3F        |OMRON       |CON TASTIERINO

HHINV0_U0418    |A1000FIV3005RE-2  |FILTRO PER INVERTER V1000 0,55KW        |OMRON       |

HHINV0_U0419    |A1000FIV3010RE-2  |FILTRO PER INVERTER V1000 2,2KW         |OMRON       |

HHINV0_U0420    |22D-E1P7N104      |POWERFLEX 40P 600V 0,75KW               |ALLEN BRADLE|

HHINV0_U0421    |22D-E4P2N104      |POWERFLEX 40P 600V 2,2KW                |ALLEN BRADLE|

HHINV0_U0422    |22D-E9P9N104      |POWERFLEX 40P 600V 5,5KW                |ALLEN BRADLE|

HHINV0_U0423    |22D-E012N104      |POWERFLEX 40P 600V 7,5KW                |ALLEN BRADLE|

HHINV0_U0424    |22D-E019N104      |POWERFLEX 40P 600V 11KW                 |ALLEN BRADLE|

HHINV0_U0425    |22B-E012N104      |POWERFLEX 40 460/600V 7,5KW             |ALLEN BRADLE|

HHINV0_U0426    |195N1111          |INVERTER VLT2880 11KW 380/480V 3F       |DANFOSS     |SOSTITUITO DA HHINV0_U0555

HHINV0_U0427    |VW3A4554          |INDUTTANZA DI LINEA 30A 1MH             |SCHNEIDER   |

HHINV0_U0428    |178B3288          |INVERTER VLT2840 4KW IP20 380/480V 3F   |DANFOSS     |SOSTITUITO DA HHINV0_U0522

HHINV0_U0429    |195N1088          |INVERTER VLT2855 5,5KW IP20 380/480V 3F |DANFOSS     |SOSTITUITO DA HHINV0_U0548

HHINV0_U0430    |175U3127          |RESISTENZA DI FRENATURA INVERTER VLT2830|DANFOSS     |145 OHM 1,7KW IP65

HHINV0_U0431    |175U3131          |RESISTENZA DI FRENATURA INVERTER VLT2840|DANFOSS     |110 OHM 2,2KW IP65

HHINV0_U0432    |175U3139          |RESISTENZA DI FRENATURA INVERTER VLT2855|DANFOSS     |80 OHM 2,2KW IP65

HHINV0_U0433    |175Z0850          |KIT MONTAGGIO TASTIERINO PROGRAMMAZIONE |DANFOSS     |

HHINV0_U0434    |131F9314          |INVERTER FC302 5,5KW 200/240V 3F        |DANFOSS     |FC-302P5K5T2E20H2BGXXXXSXXXXAXBXCXXXXDX

HHINV0_U0435    |175U3054          |RESISTENZA DI FRENATURA INVERTER FC302  |DANFOSS     |180 OHM 0,45KW 10% IP65

HHINV0_U0436    |195N0013          |INVERTER VLT2805 0,55KW 200/240V 3F     |DANFOSS     |SOSTITUITO DA HHINV0_U0536

HHINV0_U0437    |HPR1200HIGHIP6518R|RESISTENZA DI FRENATURA HPR 1200 HIGH IP|I.R.E.      |18 OHM 0,95KW 10% IP65

HHINV0_U0438    |HPR1200HIGHIP6556R|RESISTENZA DI FRENATURA HPR 1200 HIGH IP|I.R.E.      |56 OHM 0,95KW 10% IP65

HHINV0_U0439    |25B-D1P4N114      |POWERFLEX 525 380/480V 0,37KW           |ALLEN BRADLE|

HHINV0_U0440    |25B-D2P3N114      |POWERFLEX 525 380/480V 0,75KW           |ALLEN BRADLE|

HHINV0_U0441    |25B-D4P0N114      |POWERFLEX 525 380/480V 1,5KW            |ALLEN BRADLE|

HHINV0_U0442    |25B-D6P0N114      |POWERFLEX 525 380/480V 2,2KW            |ALLEN BRADLE|

HHINV0_U0443    |25B-D010N114      |POWERFLEX 525 380/480V 4KW              |ALLEN BRADLE|

HHINV0_U0444    |25B-D013N114      |POWERFLEX 525 380/480V 5,5KW            |ALLEN BRADLE|

HHINV0_U0445    |25B-D017N114      |POWERFLEX 525 380/480V 7,5KW            |ALLEN BRADLE|

HHINV0_U0446    |25B-D024N114      |POWERFLEX 525 380/480V 11KW             |ALLEN BRADLE|

HHINV0_U0447    |134G7013          |INVERTER VLT2822 2,2KW 380/480V 3F      |DANFOSS     |FILTRO R1 NO BUS VLT2822PT4B20SBR1DBF00A00C1

HHINV0_U0448    |25B-E0P9N104      |POWERFLEX 525 525/600V 0,4KW            |ALLEN BRADLE|

HHINV0_U0449    |25B-E1P7N104      |POWERFLEX 525 525/600V 0,75KW           |ALLEN BRADLE|

HHINV0_U0450    |25B-E3P0N104      |POWERFLEX 525 525/600V 1,5KW            |ALLEN BRADLE|

HHINV0_U0451    |25B-E4P2N104      |POWERFLEX 525 525/600V 2,2KW            |ALLEN BRADLE|

HHINV0_U0452    |25B-E6P6N104      |POWERFLEX 525 525/600V 4KW              |ALLEN BRADLE|

HHINV0_U0453    |25B-E9P9N104      |POWERFLEX 525 525/600V 5,5KW            |ALLEN BRADLE|

HHINV0_U0454    |25B-E012N104      |POWERFLEX 525 525/600V 7,5KW            |ALLEN BRADLE|

HHINV0_U0455    |25B-E019N104      |POWERFLEX 525 525/600V 11KW             |ALLEN BRADLE|

HHINV0_U0456    |25B-A4P8N114      |POWERFLEX 525 200/240V 0,75KW           |ALLEN BRADLE|

HHINV0_U0457    |25B-B2P5N104      |POWERFLEX 525 200/240V 0,4KW            |ALLEN BRADLE|FRAME A - SENZA FILTRO EMC

HHINV0_U0458    |25B-B5P0N104      |POWERFLEX 525 200/240V 0,75KW           |ALLEN BRADLE|FRAME A - SENZA FILTRO EMC

HHINV0_U0459    |25B-B8P0N104      |POWERFLEX 525 200/240V 1,5KW            |ALLEN BRADLE|FRAME A - SENZA FILTRO EMC

HHINV0_U0460    |25B-B011N104      |POWERFLEX 525 200/240V 2,2KW            |ALLEN BRADLE|FRAME A - SENZA FILTRO EMC

HHINV0_U0461    |25B-B017N104      |POWERFLEX 525 200/240V 4KW              |ALLEN BRADLE|FRAME B - SENZA FILTRO EMC

HHINV0_U0462    |25B-B024N104      |POWERFLEX 525 200/240V 5,5KW            |ALLEN BRADLE|FRAME C - SENZA FILTRO EMC

HHINV0_U0463    |25B-B032N104      |POWERFLEX 525 200/240V 7,5KW            |ALLEN BRADLE|FRAME D - SENZA FILTRO EMC

HHINV0_U0464    |25B-B048N104      |POWERFLEX 525 200/240V 11KW             |ALLEN BRADLE|FRAME E - SENZA FILTRO EMC

HHINV0_U0465    |25B-V2P5N104      |POWERFLEX 525 1PH 120V 0,4KW            |ALLEN BRADLE|IN 1PH 120V / OUT 3PH 230V - FRAME A - SENZA FILTRO EMC

HHINV0_U0466    |25B-V4P8N104      |POWERFLEX 525 1PH 120V 0,75KW           |ALLEN BRADLE|IN 1PH 120V / OUT 3PH 230V - FRAME A - SENZA FILTRO EMC

HHINV0_U0467    |25B-V6P0N104      |POWERFLEX 525 1PH 120V 1,1KW            |ALLEN BRADLE|IN 1PH 120V / OUT 3PH 230V - FRAME A - SENZA FILTRO EMC

HHINV0_U0468    |AK-R2-120P1K2     |RESISTENZA DI FRENATURA INVERTER AB525  |ALLEN BRADLE|PER POWERFLEX525 380/480V 4KW

HHINV0_U0517    |134H5277          |INVERTER VLT2805 0,55KW 380/480V 3F     |DANFOSS     |

HHINV0_U0518    |134H5279          |INVERTER VLT2807 0,75KW 380/480V 3F     |DANFOSS     |

HHINV0_U0519    |134H5283          |INVERTER VLT2815 1,5KW 380/480V 3F      |DANFOSS     |

HHINV0_U0520    |134H5285          |INVERTER VLT2822 2,2KW 380/480V 3F      |DANFOSS     |

HHINV0_U0521    |134H5286          |INVERTER VLT2830 3KW 380/480V 3F        |DANFOSS     |

HHINV0_U0522    |134H5288          |INVERTER VLT2840 4KW 380/480V 3F        |DANFOSS     |

HHINV0_U0523    |131Z8972          |INVERTER VLT2803 0,37KW 200/240V 3F     |DANFOSS     |

HHINV0_U0525    |131Z8983          |INVERTER VLT2807 0,75KW 200/240V 3F     |DANFOSS     |

HHINV0_U0526    |178B8593          |INVERTER VLT2815 1,5KW 200/240V 3F      |DANFOSS     |

HHINV0_U0527    |134H5284          |INVERTER VLT2822 2,2KW 200/240V 3F      |DANFOSS     |

HHINV0_U0528    |134H5287          |INVERTER VLT2840 4KW 200/240V 3F        |DANFOSS     |FILTRO R1 NO BUS VLT2840PT2B20SBR1DBF00A00C1

HHINV0_U0529    |175U3417          |RESISTENZA DI FRENATURA INVERTER VLT2815|DANFOSS     |270 OHM 0,57KW 40% IP65

HHINV0_U0530    |131B0048          |FC302 380/500V 2,2KW FILTRO RFI A1/B    |DANFOSS     |FC-302P2K2T5E20H1BGXXXXSXXXXAXBXCXXXXDX

HHINV0_U0531    |130B7530          |KIT MONTAGGIO SCHEDA MCO-305 FRAME A2&A3|DANFOSS     |

HHINV0_U0532    |131B0050          |INVERTER FC302 380/500V 4KW FILTRO RFI  |DANFOSS     |IP20 CHOPPER FRENO + LCP GRAFICO

HHINV0_U0536    |178B8590          |INVERTER VLT2805 0,55KW 200/240V 3F     |DANFOSS     |

HHINV0_U0548    |178B8584          |INVERTER VLT2855 5,5KW 380/480V 3F      |DANFOSS     |

HHINV0_U0553    |178B8585          |INVERTER VLT2875 7,5KW 380/480V 3F      |DANFOSS     |

HHINV0_U0555    |178F1787          |INVERTER VLT2880 11KW 380/480V 3F       |DANFOSS     |FILTRO R3

HHINV0_U0600    |HPR760-200R IP65  |RESISTENZA DI FRENATURA PER INVERTER    |I.R.E.      |200 OHM 0,6KW 10% IP65

HHINV0_U0601    |HPR760-110R IP65  |RESISTENZA DI FRENATURA PER INVERTER    |I.R.E.      |110 OHM 0,6KW 10% IP65

HHINV0_U0602    |HPR1200HIGHIP6550R|RESISTENZA DI FRENATURA HPR 1200 HIGH IP|I.R.E.      |50 OHM 0,95KW 40% IP65

HHINV0_U0650    |E94AZCUS          |ADATTATORE USB DIAGNOSTICA SERIE 8400   |LENZE       |

HHINV0_U0651    |EWL0071           |CAVO ADATTATORE USB 5 METRI             |LENZE       |PER HHINV0_U0650

HHINV0_U0652    |EZAEBK1001        |TASTIERA PER INVERTER SERIE 8400        |LENZE       |

HHINV0_U0653    |E84AVSCE2224SX0   |INVERTER 8400 2,2KW 320/550V 3F         |LENZE       |CON FILTRO DI RETE E CHOPPER DI FRENATURA

HHINV0_U0654    |E84DGDVB30242PS   |INVERTER 3KW 400/480V 3F IP65 E S.T.O.  |LENZE       |SERIE 8400 MOTEC CON MODULO SAFETY TORQUE OFF

HHINV0_U0655    |E84DGVN3E         |WIRING UNIT IP66 TAGLIA 3               |LENZE       |PER HHINV0_U0654

HHINV0_U0656    |E84DGFCGAJP       |COMMUNICATION UNIT ETHERNET/IP  IP65    |LENZE       |PER HHINV0_U0654

HHINV0_U0657    |131B0092          |INVERTER FC302 380/500V 5,5KW FILTRO RFI|DANFOSS     |IP20 CON CHOPPER FRENO

HHINV0_U0658    |HPR760-80R IP65   |RESISTENZA DI FRENATURA PER INVERTER    |I.R.E.      |80 OHM 0,6KW 10% IP65

HHINV0_U0659    |131B0091          |INVERTER FC302 380/500V 7,5KW FILTRO RFI|DANFOSS     |IP20 CON CHOPPER FRENO

HHINV0_U0660    |HPR2000HG.IP65145R|RESISTENZA DI FRENATURA HPR 2000 HIGH IP|I.R.E.      |145 OHM 1,55KW 40% IP65

HHINV0_U0661    |HPR1200-270R IP65 |RESISTENZA DI FRENATURA HPR 1200 HIGH IP|I.R.E.      |270 OHM 0,95KW 40% IP65

HHINV0_U0662    |131B0328          |INVERTER FC302 200/240V 4KW FILTRO H1   |DANFOSS     |IP20 CHOPPER FRENO + LCP GRAFICO

HHINV0_U0663    |HPR760-27R IP65   |RESISTENZA DI FRENATURA PER INVERTER    |I.R.E.      |27 OHM 0,6KW 10% IP65

HHINV0_U0664    |HPR1200HG.IP65200R|RESISTENZA DI FRENATURA HPR 1200 HIGH IP|I.R.E.      |200 OHM 0,96KW 40% IP65

HHINV0_U0665    |195N3103          |FILTRO RFI 1B PER INVERTER              |DANFOSS     |PER VLT 2803-2875

HHINV0_U0666    |175U3451          |RESISTENZA DI FRENATURA PER INVERTER    |DANFOSS     |80 OHM 0,57KW 10% IP65

HHINV0_U0667    |175U3419          |RESISTENZA DI FRENATURA INVERTER VLT2822|DANFOSS     |200 OHM 0,96KW 40% IP65

HHINV0_U0668    |175U3421          |RESISTENZA DI FRENATURA PER INVERTER    |DANFOSS     |145 OHM 1,13KW 40% IP65 - PER HHINV0_U0721

HHINV0_U0669    |134U4819          |INVERTER FC302 380/500V 3KW FILTRO H2   |DANFOSS     |SCHEDA ETHERCAT + PANN.OPERATORE

HHINV0_U0670    |134H4248          |INVERTER FC302 380/500V 0,75KW FILTRO H2|DANFOSS     |SCHEDA ETHERCAT + PANN.OPERATORE

HHINV0_U0671    |134X6376          |INVERTER FC302 380/500V 4KW FILTRO H2   |DANFOSS     |SCHEDA ETHERCAT + PANN.OPERATORE

HHINV0_U0701    |130B1117          |KIT MONTAGGIO PER TASTIERINO FC300      |DANFOSS     |DA USARE CON HHINV0_U0200

HHINV0_U0702    |132B0281          |ADATTATORE PER TASTIERINO FC300         |DANFOSS     |DA USARE CON HHINV0_U0200

HHINV0_U0715    |134U3006          |INVERTER FC280 0,37KW 380/480V 3F       |DANFOSS     |FILTRO H2

HHINV0_U0716    |132B0254          |TASTIERINO PER INVERTER SERIE FC280     |DANFOSS     |CONTROL PANEL LCP21

HHINV0_U0717    |134U3007          |INVERTER FC280 0,55KW 380/480V 3F       |DANFOSS     |FILTRO H2

HHINV0_U0718    |134U3008          |INVERTER FC280 0,75KW 380/480V 3F       |DANFOSS     |FILTRO H2

HHINV0_U0719    |134U3010          |INVERTER FC280 1,5KW 380/480V 3F        |DANFOSS     |FILTRO H2

HHINV0_U0720    |134U3011          |INVERTER FC280 2,2KW 380/480V 3F        |DANFOSS     |FILTRO H2

HHINV0_U0721    |134U3012          |INVERTER FC280 3KW 380/480V 3F          |DANFOSS     |FILTRO H2

HHINV0_U0722    |134U3013          |INVERTER FC280 4KW 380/480V 3F          |DANFOSS     |FILTRO H2

HHINV0_U0723    |134U3014          |INVERTER FC280 5,5KW 380/480V 3F        |DANFOSS     |FILTRO H2

HHINV0_U0724    |134U3015          |INVERTER FC280 7,5KW 380/480V 3F        |DANFOSS     |FILTRO H2

HHINV0_U0725    |134U7943          |INVERTER FC280 0,55KW 220V 3F           |DANFOSS     |FILTRO H2

HHINV0_U0726    |134U7944          |INVERTER FC280 0,75KW 220V 3F           |DANFOSS     |FILTRO H2

HHINV0_U0727    |134U7945          |INVERTER FC280 1,1KW 220V 3F            |DANFOSS     |FILTRO H2

HHINV0_U0728    |134U7946          |INVERTER FC280 1,5KW 220V 3F            |DANFOSS     |FILTRO H2

HHINV0_U0729    |134U7947          |INVERTER FC280 2,2KW 220V 3F            |DANFOSS     |FILTRO H2

HHINV0_U0730    |134U7948          |INVERTER FC280 3,7KW 200/240V 3F        |DANFOSS     |FILTRO H2

HHINV0_U0731    |134U3009          |INVERTER FC280 1,1KW 380/480V 3F        |DANFOSS     |FILTRO H2
HHINVO_U0115    |1336SBRF05AA-HA2IT|INVERTER 0.37KW 380-480V CON TASTIERA   |ALLEN BRADLE|

HHION0_UG001    |HE 50 L/MIN       |UGELLO IONIZZATORE 300MM CON CAVO 3MT   |SIMCO       |

HHION0_UG002    |HE 50 L/MIN       |UGELLO IONIZZATORE 300MM                |SIMCO       |

HHION0_UG003    |HE 50 L/MIN       |UGELLO IONIZZATORE 300MM CON CAVO 4,5MT |SIMCO       |

HHION0_UG004    |IZS31-300P        |BARRA IONIZZATRICE                      |S.M.C.      |

HHION0_UG005    |IZS31-DF          |SENS.RETROAZIONE CARICHE ELETTROSTATICHE|S.M.C.      |PER HHION0_UG004

HHION0_UG006    |IZS31-620P        |BARRA IONIZZATRICE                      |S.M.C.      |LUNGHEZZA 620MM

HHION0_UG007    |6499344054        |NIPPLO BLU PER UGELLO IONIZZATORE       |SIMCO       |

HHJAUL_EH001    |947.07.005        |RES.RISCALDAMENTO 200W - 48V CORAZ.     |DIGITEK     |

HHJAUL_EH002    |DKX-450X50-100-500|RES.RISCALDAMENTO-100W 24V D4.5 L=50    |IKD         |

HHJAUL_EH003    |DKX12,5X80_M16X1.5|RESIST.RISCALDAMENTO 230V 500W CAVO 2MT |IKD         |

HHJAUL_EH004    |DKD-60-50-2-140   |RES.DOPPIA A FASCIA 2X140W 230V CAVO 1MT|IKD         |

HHJAUL_EH005    |DKD-50-50-2-140   |RES.DOPPIA A FASCIA 2X140W 230V CAVO 1MT|IKD         |

HHJAUL_EH006    |50-50-2-140-3000  |RES.DOPPIA DKD-50-50-2-140 3000/VER.2   |IKD         |

HHJAUL_EH007    |DKX12,5-80-XRR-300|RESIST.230V 500W USCITA 90G CAVO 30CM   |IKD         |

HHJAUL_EH008    |70-50-2-140-3000  |RES.DOPPIA DKD-70-50-2-140 3000/VER.2   |IKD         |

HHJAUL_EH009    |50-50-2-100-3000V3|RES.DOP. DKD-50-50-2-100 3000/V3 AISI321|IKD         |

HHJAUL_EH010    |SCALD0013         |RES.DOPPIA D.40X50 2X100W AISI321 L3000 |IKD         |

HHJAUL_EH011    |SCALD0050         |RES.DOPPIA D.40X50 2X100W AISI321 110V  |IKD         |

HHJAUL_EH012    |SCALD0052         |RESISTENZA D.30X25 100W AISI321 110V    |IKD         |

HHJAUL_EH013    |SCALD0053         |RES.DOPPIA D.70X50 2X120W AISI321 110V  |IKD         |

HHJAUL_EH014    |SCALD0054         |RES.DOPPIA D.50X50 2X100W AISI321 110V  |IKD         |

HHJAUL_EH015    |SCALD064          |RESISTENZA D.30X25 100W AISI321 230V    |IKD         |

HHJAUL_EH016    |SCALD085          |RES.DOPPIA DKD-50-50-2-140 3000/VER.2   |IKD         |CAVO DI TERRA INGUAINATO-PIEGATURA SPECIALE-SOSTITUISCE HHJAUL_EH006

HHJAUL_EH017    |SCALD084          |RES.DOP. DKD-50-50-2-100 3000/V3 AISI321|IKD         |CAVO DI TERRA INGUAINATO-PIEGATURA SPECIALE-SOSTITUISCE HHJAUL_EH009

HHJAUL_EH018    |SCALD089          |RES.DOPPIA D.40X50 2X100W AISI321 L3000 |IKD         |CAVO DI TERRA INGUAINATO-PIEGATURA SPECIALE-SOSTITUISCE HHJAUL_EH010

HHJAUL_EH019    |SCALD091          |RES.DOPPIA D.40X50 2X100W AISI321 110V  |IKD         |CAVO DI TERRA INGUAINATO-PIEGATURA SPECIALE-SOSTITUISCE HHJAUL_EH011

HHJAUL_EH020    |SCALD092          |RESISTENZA D.30X25 100W AISI321 110V    |IKD         |CAVO DI TERRA INGUAINATO-PIEGATURA SPECIALE-SOSTITUISCE HHJAUL_EH012

HHJAUL_EH021    |SCALD00XX         |RES.DOPPIA D.70X50 2X120W AISI321 110V  |IKD         |CAVO DI TERRA INGUAINATO-PIEGATURA SPECIALE-SOSTITUISCE HHJAUL_EH013

HHJAUL_EH022    |SCALD00XX         |RES.DOPPIA D.50X50 2X100W AISI321 110V  |IKD         |CAVO DI TERRA INGUAINATO-PIEGATURA SPECIALE-SOSTITUISCE HHJAUL_EH014

HHLAMP_EL001    |PS 4143           |LAMPADA AL NEON PER ILLUMINAZIONE QUADRI|RITTAL      |

